"","회사명","공고제목","즐겨찾기 수","조회수","경력","학력","나이/성별","급여","근무형태","직급/직책","근무일시","근무지역","시작일","마감일","우대사항","지원금/보험","급여제도","선물","교육/생활","근무 환경","출퇴근","리프레시","조직문화","홈페이지접속","필수사항","자사양식다운수"
"275","㈜인성정보","네트워크 엔지니어 & S/W개발 엔지니어 & IT영업 채용","121","3,609","신입·경력 12년 이하","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정","주 5일(월~금) ","서울 송파구, 서울전체, 경기전체, 아시아·중동 중국.홍콩","2019.03.27 00:00","2019.04.19 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","지에스파크24 주식회사","경영기획, 전략기획, 사업기획 정규직 모집합니다(경력)","56","972","경력(년수무관)","학력무관","무관","회사내규에 따름식대별도","정규직","대리, 과장","주 5일(월~금) ","서울 마포구지도","2019.03.27 10:00","2019.04.14 23:59",NA,"직원대출제도, 각종 경조사 지원, 통신비 지원","장기근속자 포상, 퇴직금, 연차수당, 4대 보험","창립일선물지급, 생일선물/파티","사내동호회 운영","사무용품 지급",NA,"연차, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 휴가비지원, 산전 후 휴가",NA,NA,NA,NA
"277","(주)신화아이푸드","경영관리실 경력직원 모집(회계관리팀)","21","435","경력 3년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직","대리, 주임","주 5일(월~금) 오전 9시~오후 6시","경기 성남시 분당구지도","2019.03.27 10:00","2019.04.30 23:59","전공경영학, 회계학활동/경험 해당직무 근무경험자격/능력 엑셀 고급능력자, 더존/회계 능숙자",NA,"퇴직연금, 우수사원포상, 퇴직금, 야근수당, 4대 보험","명절선물/귀향비","구내식당(사원식당), 점심식사 제공, 음료제공(차, 커피)","자회사 제품할인, 사무용품 지급","주 52시간제 준수","연차, 반차, 육아휴직, 휴양시설 제공",NA,NA,NA,NA
"278","㈜한경희생활과학","영업부 신입/경력사원 모집 공고","44","766","신입·경력 10년 이하","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","사원, 주임, 과장","주 5일(월~금) 오전 8시 30분~오후 5시 30분","서울 금천구지도","2019.03.27 10:00","2019.04.26 23:59","활동/경험 해당직무 근무경험","건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 휴일(특근)수당, 4대 보험","창립일선물지급, 생일선물/파티","구내식당(사원식당), 사내동호회 운영, 사우회(경조사회), 음료제공(차, 커피), 해외...","회의실, 문턱 없음, 자회사 제품할인",NA,"연차, 경조휴가제, 근로자의 날 휴무, 육아휴직","회식강요 안함, 야근강요 안함",NA,NA,NA
"279","㈜슈프리마","[슈프리마아이디] H/W개발(하드웨어개발) 경력","20","744","경력 3~11년","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,NA,"경기 성남시 분당구, 성남시","2019.03.27 00:00","2019.04.25 23:59","활동/경험 해당직무 근무경험",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","(주)신화아이푸드","[신화푸드]마케팅 기획/웹기획 부문 경력직 모집","20","241","경력 3년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직","대리, 과장 / 팀원","주 5일(월~금) 오전 9시~오후 6시","경기 성남시 분당구지도","2019.03.27 10:00","2019.04.30 23:59","활동/경험 해당직무 근무경험기타외식(식음료)부문 관련업무 경력자",NA,"우수사원포상, 퇴직금, 야근수당, 4대 보험","명절선물/귀향비","구내식당(사원식당), 점심식사 제공, 음료제공(차, 커피)","자회사 제품할인, 사무용품 지급","주 52시간제 준수","연차, 경조휴가제, 반차, 육아휴직, 휴양시설 제공",NA,NA,NA,NA
"281","(주)신화아이푸드","[신화푸드] 건축기획실 경력직 모집","13","128","경력 3년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","경기 성남시 분당구지도","2019.03.27 10:00","2019.04.30 23:59","활동/경험 해당직무 근무경험",NA,"우수사원포상, 퇴직금, 야근수당, 4대 보험","명절선물/귀향비","구내식당(사원식당), 점심식사 제공, 음료제공(차, 커피)","자회사 제품할인","주 52시간제 준수","연차, 반차, 육아휴직, 휴양시설 제공",NA,NA,NA,NA
"282","㈜아발론교육","[본사직영] 죽전캠퍼스 운영팀 채용","16","317","신입·경력(년수무관)","학력무관","무관","2,400~2,600만원경력별 면접후 결정","정규직","사원 / 팀원","주 5일(월~금) 13:30-21:30","경기 용인시 기흥구지도","2019.03.27 10:00","2019.04.15 23:59","기본국가유공자, 보훈대상자활동/경험 해당직무 근무경험기타컴퓨터활용 가능자","건강검진, 각종 경조사 지원","퇴직연금, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","우수사원시상식, 사내동호회 운영","휴게실","야간교통비지급","연차, 경조휴가제, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가, 휴양시설 제공",NA,NA,NA,NA
"283","남양약품㈜","2019년 남양약품(주) 재고관리부 신입사원 채용","92","1,098","신입","대졸(2,3년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직 수습기간 3개월","사원 / 팀원","주 5일(월~금) 오전 9시~오후 6시","서울 영등포구지도","2019.03.27 10:00","2019.04.26 23:59","근무조건 인근거주자, 해외근무 가능자기타초대졸자 우대","각종 경조사 지원","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",NA,"사내동호회 운영","유니폼지급",NA,NA,NA,NA,NA,NA
"284","아주큐엠에스(주)","웹디자인 및 웹퍼블리셔 정규직 채용 - 경력","16","220","경력 1~2년","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) 시차출퇴근제","서울 서초구지도","2019.03.27 10:00","2019.04.26 23:59","외국어 능력 영어가능자활동/경험 해당직무 근무경험자격/능력 포토샵 능숙자","건강검진, 각종 경조사 지원, 단체 상해보험, 선택적복리후생","퇴직연금, 우수사원포상, 퇴직금, 4대 보험",NA,"구내식당(사원식당), 점심식사 제공, 사내동호회 운영","전용 사옥",NA,"경조휴가제, 산전 후 휴가, 육아휴직",NA,NA,NA,NA
"285","(주)케이엔이글로벌","[LF자회사] 회계, 재무, 결산 외","17","560","경력 5년 이상","대졸(4년제) 이상","나이무관/남자","면접후 결정","정규직","대리","주 5일(월~금) 9시30분~6시30분","서울 성동구지도","2019.03.27 10:00","2019.04.26 23:59",NA,NA,"4대 보험",NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","(주)신화아이푸드","[신화푸드그룹] 마케팅실 그래픽 편집 디자이너  모집","25","357","신입·경력 3년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직","대리, 주임, 사원","주 5일(월~금) ","경기 성남시 분당구지도","2019.03.27 11:00","2019.04.30 23:59","활동/경험 해당직무 근무경험기타외식(식음료)부문 관련업무 경력자",NA,"퇴직연금, 우수사원포상, 퇴직금, 야근수당, 4대 보험","명절선물/귀향비","구내식당(사원식당), 점심식사 제공, 음료제공(차, 커피)","자회사 제품할인, 사무용품 지급","주 52시간제 준수","연차, 경조휴가제, 반차, 육아휴직, 휴양시설 제공",NA,NA,NA,NA
"287","삼보에이앤티(주)","삼보에이앤티(주) 경영지원팀(총무/인사) 신입,경력직 모집","44","656","신입·경력(년수무관)","학력무관","무관","면접후 결정","정규직","사원, 대리 / 팀원","주 5일(월~금) ","충북 괴산군지도","2019.03.27 11:00","2019.04.26 23:59","기본보훈대상자근무조건 인근거주자, 운전가능자",NA,"상여금, 퇴직금, 야근수당, 휴일(특근)수당, 4대 보험",NA,"구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회)","장애인 엘리베이터, 유니폼지급","기숙사 운영, 통근버스 운행","연차, 남성출산휴가","노조/노사협의회",NA,NA,NA
"288","㈜이테크건설","2019년도 상반기 대졸 신입사원 채용","657","9,147","신입","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울 서초구, 서울전체","2019.04.01 00:00","2019.04.15 10:59","전공화학공학, 전기/전자공학, 건축/토목/조경/도시공학, 기계/자동차/조선공학, 공학계열",NA,NA,NA,NA,NA,NA,NA,NA,"658",NA,NA
"289","유한회사 옥시레킷벤키저","External Manufacturing (ISO, 품질관리, 생산관리, QA ·QC)","31","704","경력 3~7년","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","서울 영등포구지도","2019.03.27 11:00","2019.04.26 23:59","전공생명/환경공학, 화학공학, 공학계열외국어 능력 영어가능자",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","한국프라임제약㈜","[생산부] 의약품 신입사원 채용합니다","56","1,234","신입","고교졸업 이상","무관","회사내규에 따름","정규직 수습기간 6개월",NA,"주 5일(월~금) 08시~17시","전북 완주군지도","2019.03.27 11:00","2019.04.26 23:59","자격/능력 컴퓨터활용능력 우수근무조건 인근거주자",NA,"장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","창립일선물지급","사우회(경조사회), 식비 지원",NA,NA,NA,NA,NA,NA,"166"
"291","(주)바디프랜드","(주)바디프랜드 온라인팀(웹디자이너) 경력 모집","42","408","경력 1년 이상","대졸(4년제) 이상","무관","회사내규에 따름","계약직 6개월, 정규직 전환 가능","면접후 결정","주 5일(월~금) ","서울 강남구지도","2019.03.27 13:00","2019.04.26 23:59","기본국가유공자활동/경험 해당직무 근무경험자격/능력 컴퓨터활용능력 우수, 포토샵 능숙자, MAC/편집 전문가",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","평택컨테이너터미날(주)","평택컨테이너터미날(주) 영업운영팀 신입사원 채용","55","1,021","신입","대졸(4년제) 이상(예정자 가능)","무관","3,200~3,400만원","정규직 수습기간 3개월",NA,"주 5일(월~금) ","경기 평택시지도","2019.03.27 13:00","2019.04.14 23:59","자격/능력 문서작성 우수자, 엑셀 고급능력자근무조건 인근거주자, 운전가능자","건강검진, 자녀학자금","우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, 4대 보험",NA,"구내식당(사원식당)",NA,NA,NA,NA,NA,"외국어TOEIC 750급(점) 이상",NA
"293","LS산전(주)","2019년 2분기 신입/경력 수시채용","1,213","63,940","신입·경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"경기 안양시, 서울전체, 충남 천안시, 충북 청주시","2019.03.27 00:00","2019.04.15 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,094",NA,NA
"294","(주)서브원","2019 상반기 대졸 신입사원 채용","2,753","49,368","신입","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,NA,"서울 강서구, 경기 파주시, 평택시, 경남 창원시, 경북 구미시, 전국","2019.03.27 00:00","2019.04.15 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,478",NA,NA
"295","주식회사 싱그린에프에스","[싱그린에프에스]수출/구매영업/물류/인사총무 각 부문 신입채용","37","731","신입","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) 08:00 ~ 17:00","전북 익산시지도","2019.04.02 16:00","2019.04.26 23:59",NA,"직원대출제도, 각종 경조사 지원","퇴직금, 4대 보험",NA,"도서구입비지원, 사이버연수원운영, 구내식당(사원식당), 점심식사 제공, 사내동호회 운영","회의실","통근버스 운행",NA,NA,NA,NA,NA
"296","(주)에스아이티테크","회계/재무/세무 계약직 모집 (경력사원)","29","584","경력 1년 이상","학력무관","무관","회사내규에 따름","계약직 정규직 전환 가능",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 화성시지도","2019.03.27 13:00","2019.04.26 23:59","활동/경험 해당직무 근무경험자격/능력 컴퓨터활용능력 우수, 엑셀 고급능력자, 더존/회계 능숙자근무조건 인근거주자, 운전가능자, 차량소지자","각종 경조사 지원, 단체 상해보험, 통신비 지원, 선택적복리후생, 복지카드/포인트,...","퇴직연금, 인센티브제, 장기근속자 포상, 성과급, 연차수당, 장기근속수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 결혼기념일선물","워크샵, 사내동호회 운영, 식비 지원, 음료제공(차, 커피)","회의실, 유니폼지급, 사무용품 지급","기숙사 운영, 야간교통비지급","연차, 경조휴가제, Refresh휴가",NA,NA,NA,NA
"297","(주)야놀자","[야놀자] 온라인 재무실 정산 및 마감 업무 담당자(펜션)","68","898","경력 2~5년","학력무관","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","서울 강남구지도","2019.03.27 13:00","2019.04.26 23:59",NA,"건강검진, 각종 경조사 지원, 단체 상해보험","인센티브제, 장기근속수당","생일선물/파티","도서구입비지원, 교육비 지원, 점심식사 제공","휴게실, 자회사 제품할인",NA,NA,NA,NA,NA,NA
"298","정도산업(주)","생산관리·품질관리(품질관리外 1개 부문) 채용","13","728","신입","대졸(2,3년제) 이상","무관","2,400~2,600만원","정규직","주임, 대리","주 5일(월~금) 08:00~17:00","경북 경주시지도","2019.03.27 13:00","2019.04.25 23:59",NA,"건강검진, 각종 경조사 지원","퇴직연금, 휴일(특근)수당, 직책수당, 4대 보험","명절선물/귀향비","구내식당(사원식당), 점심식사 제공","휴게실, 유니폼지급","기숙사 운영, 통근버스 운행","연차, 여름휴가, 근로자의 날 휴무, 휴가비지원",NA,NA,NA,NA
"299","(주)뱅뱅어패럴","온라인 쇼핑몰 AMD 경력사원 모집","8","194","경력 2년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직, 계약직","사원, 주임, 대리","주 5일(월~금) 08:00 ~18:00","서울 강남구지도","2019.03.27 13:00","2019.04.26 23:59","활동/경험 해당직무 근무경험",NA,"상여금, 퇴직금, 4대 보험",NA,"점심식사 제공",NA,NA,"연차, 경조휴가제",NA,NA,NA,NA
"300","(주)뱅뱅어패럴","홈쇼핑 영업부 경력사원 채용","4","173","경력 2년 이상","학력무관(예정자 가능)","무관","회사내규에 따름","정규직","사원, 주임, 대리","주 5일(월~금) 08:00 ~18:00","서울 강남구지도","2019.03.27 13:00","2019.04.26 23:59","활동/경험 해당직무 근무경험",NA,"상여금, 퇴직금, 4대 보험",NA,"점심식사 제공",NA,NA,"연차, 경조휴가제",NA,NA,NA,NA
"301","위너콤(주)","PM업무&자동차영업 담당자 채용","16","412","경력 5년 이상","대졸(4년제) 이상","무관","면접후 결정","정규직","대리, 과장","주 5일(월~금) ","경기 화성시, 성남시 분당구지도","2019.03.27 13:00","2019.04.26 23:59","전공전기/전자공학, 경영학자격증PMP (Project Management Professional)외국어 능력 영어능통자","건강검진, 직원대출제도, 각종 경조사 지원, 본인학자금, 통신비 지원, 자녀학자금","퇴직연금, 우수사원포상, 연차수당, 직책수당, 4대 보험","명절선물/귀향비, 창립일선물지급","우수사원시상식, 워크샵, 신입사원교육(OJT), 도서구입비지원, 교육비 지원, 구내식...","휴게실, 회의실, 사무용품 지급","기숙사 운영","연차, 여름휴가, 경조휴가제, 창립일휴무","회식강요 안함, 자유복장",NA,NA,NA
"302","(주)바바패션","㈜바바패션 BJT THE IZZAT COLLECTION 디자인실 경력 채용","4","155","경력 7년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","서울 서초구지도","2019.03.27 14:00","2019.04.26 23:59",NA,"건강검진, 직원대출제도, 각종 경조사 지원, 결혼준비 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 4대 보험","창립일선물지급, 생일선물/파티","저녁식사 제공, 사내동호회 운영, 사우회(경조사회)",NA,NA,"산전 후 휴가","자유복장",NA,NA,NA
"303","㈜서울문고","반디앤루니스 인터넷개발팀  JAVA개발자 모집","16","307","경력 5년 이상","학력무관","무관","면접후 결정","정규직 수습기간 3개월","주임연구원, 선임연구원, 책임연구원","주 5일(월~금) 오전 9시~오후 6시","서울 서초구지도","2019.03.27 14:00","2019.04.26 23:59","기타- 쇼핑몰 경험 우대 - 오라클 사용 우대 - SpringFramework 경험우대","건강검진, 각종 경조사 지원, 자녀학자금","우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 직책수당, 자격증수당, 가족수당, 4대 보험",NA,"도서구입비지원, 사내동호회 운영",NA,NA,"연차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직",NA,NA,NA,NA
"304","넷마블엔투(주)","[넷마블엔투] 재무회계 직군 채용","66","1,176","경력 5년 이상","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월","대리, 과장, 차장","주 5일(월~금) 오전 10시~오후 7시","서울 구로구지도","2019.03.27 14:00","2019.04.26 23:59",NA,"건강검진, 의료비지원(본인), 의료비지원(가족), 체력단련실운영","인센티브제, 장기근속자 포상, 스톡옵션, 퇴직금, 야근수당, 휴일(특근)수당, 직책...","명절선물/귀향비","워크샵, 점심식사 제공, 음료제공(차, 커피)","휴게실, 수면실, 회의실, 공기청정기, 카페테리아, 게임기, 전용 사옥, 사내 정원, ...","야간교통비지급","연차, 휴양시설 제공","자유복장",NA,NA,NA
"305","㈜한경희생활과학","부설연구소 연구소장/팀장 채용 건","29","881","경력 12~20년","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","부장, 차장 / 본부장","주 5일(월~금) 오전 8시 30분~오후 5시 30분","서울 금천구지도","2019.03.27 14:00","2019.04.26 23:59","전공전기/전자공학, 기계/자동차/조선공학, 공학계열활동/경험 해당직무 근무경험","건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 휴일(특근)수당, 4대 보험","창립일선물지급, 생일선물/파티","구내식당(사원식당), 사내동호회 운영, 사우회(경조사회), 음료제공(차, 커피), 해외...","회의실, 문턱 없음, 자회사 제품할인",NA,"연차, 경조휴가제, 근로자의 날 휴무, 육아휴직",NA,NA,NA,NA
"306","로얄앤컴퍼니㈜","로얄앤컴퍼니㈜ HRD 행정직원 채용","60","1,024","무관(신입포함)","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직 수습기간 1개월",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 화성시, 경기전체지도","2019.03.27 00:00","2019.04.26 23:59","활동/경험 해당직무 근무경험자격/능력 문서작성 우수자, 엑셀 고급능력자근무조건 인근거주자","건강검진, 직원대출제도, 각종 경조사 지원, 자녀학자금","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비","구내식당(사원식당), 사내동호회 운영","유니폼지급",NA,NA,NA,NA,NA,NA
"307","㈜케이엠더블유","㈜케이엠더블유 IT 웹개발 경력직 채용","6","230","경력 3~10년","대졸(2,3년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","경기 화성시지도","2019.03.27 14:00","2019.04.21 23:59",NA,"건강검진, 직원대출제도, 각종 경조사 지원, 체력단련실운영, 자녀학자금","인센티브제, 우수사원포상, 스톡옵션, 퇴직금, 연차수당, 직책수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","우수사원시상식, 워크샵, 직무능력향상교육, 리더쉽강화교육, MBA과정지원, 구내식...","휴게실, 회의실, 공기청정기, 카페테리아, 전용 사옥, 콘도/리조트 이용권, 사무용품 지급","기숙사 운영, 차량유류비지급, 통근버스 운행, 주택자금 융자, 주차장제공, 회사차량 있음","연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 포상...","수평적 조직문화, 자유복장",NA,NA,NA
"308","(주)해법에듀","콘텐츠개발부문 초등수학팀 채용","20","298","경력 3년 이상","대졸(4년제) 이상","무관","회사내규에 따름","계약직 1년, 정규직 전환 가능 - 기간제","사원, 대리","주 5일(월~금) 오전 8시 30분~오후 5시 30분","서울 금천구지도","2019.03.27 14:00","2019.04.26 23:59","전공수학/통계학활동/경험 해당직무 근무경험기타- 수학관련 전공자 우대- 원고 작업 및 편집 경력자- 적극적이고 긍정적인 사고를 가지고 있는 자- 창의적이며 유연한 사고를가지고 있는 자","건강검진, 각종 경조사 지원, 통신비 지원","퇴직연금, 퇴직금, 4대 보험",NA,"신입사원교육(OJT), 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사우회(경...","회의실, 사원증, 콘도/리조트 이용권, 사무용품 지급",NA,"연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직","노조/노사협의회, 야근강요 안함, 자유복장",NA,NA,"13"
"309","㈜ 컴투스","[컴투스] 정보보호 리더급 인재 채용","43","1,173","경력 4년 이상","학력무관","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) 선택적 근로시간제 운영, 한달 평균 주 40시간 자율 근무 (필수 근무 : 10시~17시)","서울 금천구","2019.03.27 00:00","2019.04.24 23:59",NA,"건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 의료비지원(가족), ...","퇴직연금, 인센티브제, 장기근속자 포상, 퇴직금, 직책수당, 가족수당, 4대 보험","명절선물/귀향비, 생일선물/파티","창립일행사, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화...","수유실, 휴게실, 수면실, 회의실, 공기청정기, 카페테리아, 장애인 화장실, 노트북, ...","주택자금 융자, 야간교통비지급, 주차장제공, 주차비지원","연차, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남...","회식강요 안함, 야근강요 안함, 자유복장","67",NA,NA
"310","대보정보통신(주)","프로젝트 DA, DBA, 튜너 모집","4","236","경력 3년 이상","학력무관","무관","면접후 결정","정규직, 계약직계약직 정규직 전환 가능",NA,"주 5일(월~금) ","서울 강남구지도","2019.03.27 15:00","2019.04.26 23:59",NA,"건강검진, 의료비지원(본인), 각종 경조사 지원, 자녀학자금","장기근속자 포상, 우수사원포상, 야근수당, 휴일(특근)수당, 연차수당, 4대 보험",NA,"사내동호회 운영, 사우회(경조사회)",NA,NA,"휴양시설 제공","노조/노사협의회",NA,NA,NA
"311","㈜케이엠더블유","일본영업 신입 및 경력 채용","34","880","신입·경력 1~5년","대졸(4년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","경기 화성시지도","2019.03.27 16:00","2019.04.14 23:59",NA,"건강검진, 직원대출제도, 각종 경조사 지원, 체력단련실운영, 자녀학자금","인센티브제, 우수사원포상, 스톡옵션, 퇴직금, 연차수당, 직책수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","우수사원시상식, 워크샵, 직무능력향상교육, 리더쉽강화교육, MBA과정지원, 구내식...","휴게실, 회의실, 공기청정기, 카페테리아, 전용 사옥, 콘도/리조트 이용권, 사무용품 지급","기숙사 운영, 차량유류비지급, 통근버스 운행, 주택자금 융자, 주차장제공, 회사차량 있음","연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 포상...","수평적 조직문화, 자유복장",NA,NA,NA
"312","(주)태양","SUN그룹 국내영업 신입/경력사원 채용","14","405","무관(신입포함)","대졸(2,3년제) 이상 2019년 2월 졸업자까지 가능","무관","회사내규에 따름","정규직 수습기간 3개월","사원, 대리 / 팀원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","서울 서초구지도","2019.03.27 16:00","2019.04.14 23:59","기본국가유공자, 보훈대상자활동/경험 해당직무 근무경험근무조건 인근거주자, 운전가능자","건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","창립일선물지급","우수사원시상식, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 사이버연...","휴게실, 전용 사옥, 사내 정원, 장애인 화장실, 유니폼지급, 사원증, 사무용품 지급",NA,"연차, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, ...","자유복장","13","자격증1종보통운전면허","5"
"313","에어리퀴드코리아㈜","에어리퀴드 각부문 채용","137","5,103","신입·경력","고교졸업 이상","무관","회사내규에 따름","정규직","면접후 결정","주 5일(월~금) ","서울전체, 전남 여수시","2019.03.27 00:00","2019.04.26 23:59","외국어 능력 영어가능자, 영어능통자",NA,NA,NA,NA,NA,NA,NA,NA,"420",NA,NA
"314","KG케미칼(주)","소재 R&D 연구원 모집","52","1,118","경력 5년 이상","대졸(4년제) 이상","무관","회사내규에 따름기타 수당 / 퇴직금 별도 / 학력 능력에 따라 연봉 협의 가능","정규직 수습기간 4개월","연구원, 과장 / 팀원","주 5일(월~금) ","울산 울주군지도","2019.03.27 17:00","2019.04.26 23:59","자격증화학분석기사기본보훈대상자활동/경험 해당직무 인턴경력, 해당직무 근무경험근무조건 지방근무 가능자","건강검진, 각종 경조사 지원, 통신비 지원, 자녀학자금","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","창립일선물지급","창립일행사, 워크샵, 자기계발비 지원, 점심식사 제공, 저녁식사 제공, 사내동호회 ...","회의실, 사무용품 지급","차량유류비지급, 회사차량 있음","연차, 경조휴가제, 근로자의 날 휴무, 휴가비지원, 산전 후 휴가, 육아휴직","노조/노사협의회",NA,"전<U+00A0><U+00A0><U+00A0>공화학, 화학공학, 신소재/재료공학",NA
"315","㈜조이렌트카","[ Family of K Car ] K Car렌트 상품 Saels&Management 경력직","5","317","경력(년수무관)","학력무관","무관","회사내규에 따름","정규직, 계약직정규직 수습기간 3개월계약직1년, 정규직 전환 가능 - 기간제","사원, 주임, 대리","주 5일(월~금) 오전 9시~오후 6시","서울 중구지도","2019.04.12 22:00","2019.04.26 23:59","활동/경험 해당직무 인턴경력, 해당직무 알바경험, 해당직무 근무경험자격/능력 컴퓨터활용능력 우수, 엑셀 고급능력자, 더존/회계 능숙자근무조건 인근거주자기타장기근무 가능자, 즉시출근 가능자, 관련 자격증 소지자","건강검진, 의료비지원(본인), 각종 경조사 지원, 단체 상해보험","퇴직연금, 장기근속자 포상, 퇴직금, 4대 보험","창립일선물지급, 생일선물/파티","창립일행사, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 멘토링제도, ...","휴게실, 전용 사옥, 노트북, 사원증, 콘도/리조트 이용권, 사무용품 지급, 최고 성능...",NA,"연차, 경조휴가제, 산전 후 휴가, 육아휴직",NA,NA,NA,NA
"316","㈜캐프","(베트남법인 근무) 사출O.P 경력직 채용 공고","5","1,165","신입·경력 10년 이상","대졸(4년제) 이상","무관","면접후 결정","정규직 수습기간 3개월",NA,"주 5일(월~금) 08시20분 ~ 17시00분","경북 상주시, 경북전체, 경산시, 구미시, 김천시, 대구전체, 대구 달서구, 달성군, 북구, 서구지도","2019.03.28 08:00","2019.04.27 23:59","기본국가유공자, 보훈대상자, 장애인우대근무조건 해외근무 가능자","건강검진, 각종 경조사 지원","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",NA,"구내식당(사원식당), 점심식사 제공, 사내동호회 운영",NA,"기숙사 운영, 통근버스 운행",NA,NA,NA,NA,NA
"317","하이에어코리아㈜","하이에어코리아(주) 전산파트(개발직) 경력자 모집","13","596","경력(년수무관)","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","경남 김해시지도","2019.03.28 08:00","2019.04.21 23:59","전공컴퓨터/시스템공학외국어 능력 영어가능자기타- C/S : .NET(C#,C++,VB), VB6.0, Delphi - Web : .NET(asp), Java 계열 - DB : MS계열 DBMS","건강검진, 직원대출제도, 각종 경조사 지원","상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 휴일(특근)수당, 연차수...","명절선물/귀향비, 창립일선물지급","구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 아침식사 제공","휴게실, 회의실, 전용 사옥, 장애인 화장실, 장애인 전용주차장, 유니폼지급, 사무용품 지급","기숙사 운영, 차량유류비지급, 통근버스 운행","육아휴직, 남성출산휴가","자유복장",NA,NA,NA
