"","회사명","공고제목","즐겨찾기 수","조회수","경력","학력","나이/성별","급여","근무형태","직급/직책","근무일시","근무지역","시작일","마감일","우대사항","지원금/보험","급여제도","선물","교육/생활","근무 환경","출퇴근","리프레시","조직문화","홈페이지접속","필수사항","자사양식다운수"
"39","㈜오텍","(주)오텍 의료기기사업부(신입/경력) 기술영업 모집","60","1,601","신입·경력 5년 이상","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직 수습기간 3개월","사원, 대리, 과장","주 5일(월~금) ","서울 영등포구지도","2019.03.15 10:00","2019.04.14 23:59","외국어 능력 영어가능자활동/경험 해당직무 근무경험근무조건 운전가능자","건강검진, 각종 경조사 지원, 자녀학자금","퇴직금, 휴일(특근)수당, 연차수당, 장기근속수당, 가족수당, 4대 보험","명절선물/귀향비, 창립일선물지급","점심식사 제공, 저녁식사 제공, 식비 지원","휴게실, 회의실",NA,NA,NA,NA,NA,NA
"40","주식회사 핸디소프트","[핸디카] 회계결산 및 자금담당 경력사원 모집","39","575","경력 3~5년","고교졸업 이상","무관","회사내규에 따름","정규직 수습기간 3개월","면접후 결정","주 5일(월~금) ","경기 성남시 분당구지도","2019.03.15 10:00","2019.04.14 23:59","전공회계학활동/경험 해당직무 근무경험","건강검진, 의료비지원(본인)","장기근속자 포상, 우수사원포상, 퇴직금, 가족수당, 4대 보험","명절선물/귀향비, 생일선물/파티","우수사원시상식, 워크샵, 도서구입비지원, 교육비 지원, 자기계발비 지원, 사내동...","휴게실, 회의실, 사원증","주택자금 융자","연차, 경조휴가제, 반차, 창립일휴무, 산전 후 휴가, 육아휴직",NA,NA,NA,NA
"41","㈜솔트룩스","(주)솔트룩스파트너스 경영지원총괄 경력직 채용","85","1,496","경력 8년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","서울 강남구지도","2019.03.15 11:00","2019.04.14 23:59","기타100인 이하 기업 또는 IT기업에서 경영지원(재무,회계,인사,총무)총괄 수행경험","건강검진, 의료비지원(본인), 각종 경조사 지원, 선택적복리후생","인센티브제, 스톡옵션, 퇴직금, 4대 보험",NA,"워크샵, 직무능력향상교육, 리더쉽강화교육, 외국어 교육 지원, 교육비 지원, 자기계발비 지원, 저녁식사 제공, 사내동호회 운영",NA,NA,"연차",NA,NA,NA,"193"
"42","(주)세스코","(주)세스코 기술연구소 양산구매 경력직 채용","37","869","경력 5~8년","대졸(4년제) 이상","무관","회사내규에 따름","정규직","대리","주 5일(월~금) 08:30~18:00 (휴게시간 90분)","서울 강동구지도","2019.03.15 11:00","2019.04.30 23:59","기본보훈대상자근무조건 인근거주자",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","(주) 남인","경리회계담당자 모집","25","597","신입","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) ","경남 사천시지도","2019.03.15 12:00","2019.04.14 23:59","전공회계학, 상경계열활동/경험 해당직무 근무경험근무조건 인근거주자","건강검진, 각종 경조사 지원, 자녀학자금","퇴직금, 성과급, 야근수당, 연차수당, 4대 보험",NA,"직무능력향상교육, 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사우회(경조사회), 음료제공(차, 커피)","공기청정기, 사무용품 지급",NA,NA,NA,NA,NA,NA
"44","㈜리드코프","(주)리드코프 정보시스템부(IT개발, IT보안/지원 PART)채용공고","132","1,698","신입","대졸(2,3년제) 이상 전공학과 제한없음","무관","회사내규에 따름","정규직, 계약직정규직 수습기간 6개월계약직6개월, 정규직 전환 가능","사원","주 5일(월~금) 08:30 ~ 18:00","서울 영등포구지도","2019.03.15 13:00","2019.04.14 23:59","기타개발파트 : 웹/모바일 대형사이트 구축경험자, 전산 자격증(정보처리기사, OCJP, OCP)등, 통계분석 능숙자, 컴활능력 우수자(문서 등)보안/지원파트 : 시스템(서버/네트워크","건강검진, 직원대출제도, 각종 경조사 지원","인센티브제, 퇴직금, 4대 보험",NA,"워크샵, 신입사원교육(OJT)",NA,NA,"연차, 경조휴가제, Refresh휴가, 근로자의 날 휴무",NA,NA,NA,NA
"45","㈜복음자리","식품 리테일영업 채용 (경력 3년 이상)","25","606","경력 3년 이상","학력무관","무관","면접후 결정","정규직 수습기간 1개월","면접후 결정","주 5일(월~금) 전일제 08:30 ~ 18:00","경기 안양시 동안구지도","2019.03.15 13:00","2019.04.14 23:59","활동/경험 해당직무 근무경험근무조건 운전가능자","건강검진, 각종 경조사 지원, 통신비 지원, 자녀학자금","장기근속자 포상, 우수사원포상, 퇴직금, 직책수당, 4대 보험","명절선물/귀향비, 창립일선물지급","창립일행사, 우수사원시상식, 워크샵, 직무능력향상교육, 리더쉽강화교육, 도서구...","회의실, 노트북, 자회사 제품할인, 사무용품 지급","야간교통비지급","연차, 여름휴가, 창립일휴무, 근로자의 날 휴무, 휴가비지원, 산전 후 휴가, 육아휴직","회식강요 안함, 야근강요 안함, 자유복장",NA,"자격증2종보통운전면허",NA
"46","(주)아트웍스코리아","[CJ계열사] 펀샵 경영지원팀 경력사원 채용공고","74","1,642","경력 3년 이상","학력무관","무관","면접후 결정","정규직 수습기간 1개월",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","서울 동대문구지도","2019.03.15 14:00","2019.04.14 23:59",NA,NA,"장기근속자 포상, 퇴직금, 4대 보험","명절선물/귀향비",NA,"카페테리아, 전용 사옥, 사내 정원, 사원증",NA,"연차, 경조휴가제, 반차, 근로자의 날 휴무","회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"47","㈜인성디지탈","웹기획·PM&웹디자인 담당자 채용 공고","12","355","신입·경력 1~2년","학력무관","무관","회사내규에 따름","정규직","사원 / 팀원","주 5일(월~금) ","서울 송파구지도","2019.03.15 14:00","2019.04.14 23:59","자격/능력 포토샵 능숙자기타디자인 관련 업무 능숙자","건강검진, 직원대출제도, 각종 경조사 지원, 본인학자금, 업무활동비 지급, 통신비 ...","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근)수당, 연차수당, ...","명절선물/귀향비","창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 도서...","노트북, 콘도/리조트 이용권, 사무용품 지급","차량유류비지급, 야간교통비지급, 주차장제공","연차, 여름휴가, 반차",NA,NA,NA,NA
"48","안진회계법인","[Deloitte] 경영지원본부 IT 인프라/보안 운영 담당자","30","880","경력 6~10년","대졸(4년제) 이상","무관","면접후 결정","정규직 수습기간 3개월",NA,"주 5일(월~금) ","서울 영등포구지도","2019.03.15 14:00","2019.04.14 23:59",NA,"건강검진, 의료비지원(본인), 각종 경조사 지원","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",NA,"저녁식사 제공, 사내동호회 운영",NA,"차량유류비지급",NA,NA,"36",NA,NA
"49","(주)한국로슈","한국로슈 Product Manager 정규직 모집","28","969","경력 7년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) ","서울 서초구지도","2019.03.15 15:00","2019.04.16 23:59",NA,"건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","생일선물/파티","우수사원시상식, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 멘토링제...","수유실, 휴게실",NA,"연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직","캐주얼데이","33",NA,NA
"50","LS오토모티브테크놀로지스","LS오토모티브 경영관리 부문 수시채용 모집","107","3,330","무관(신입포함)","학력무관","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 안양시 동안구지도","2019.03.15 18:00","2019.04.21 23:59",NA,"건강검진, 금연수당, 각종 경조사 지원, 단체 상해보험, 자녀학자금","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근...","명절선물/귀향비, 창립일선물지급, 생일선물/파티","우수사원시상식, 워크샵, 신입사원교육(OJT), MBA과정지원, 외국어 교육 지원, 자격증...","휴게실, 유니폼지급","기숙사 운영, 통근버스 운행, 주차장제공","연차, 여름휴가, 경조휴가제, Refresh휴가, 근로자의 날 휴무, 산전 후 휴가, 육아휴직...","노조/노사협의회",NA,NA,NA
"51","(주)신흥정밀","(주)신흥정밀 국내 및 해외 법인  경력사원 상시모집","41","1,109","경력 6년 이상","대졸(2,3년제) 이상","무관","면접후 결정","정규직 수습기간 3개월",NA,"주 5일(월~금) 8:00~17:00","경기 안성시지도","2019.03.18 08:00","2019.04.17 23:59",NA,"각종 경조사 지원, 자녀학자금","장기근속자 포상, 우수사원포상, 4대 보험","명절선물/귀향비, 창립일선물지급","창립일행사, 우수사원시상식, 워크샵, 구내식당(사원식당), 점심식사 제공, 사내동호회 운영","회의실, 유니폼지급, 노트북, 사원증, 사무용품 지급","기숙사 운영, 통근버스 운행","연차, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무","자유복장",NA,NA,NA
"52","네모커머스(주)","[샵링커] 고객지원 및 웹기획 부문 계약/신입/경력 모집(~4/17)","12","351","신입·경력 2년 이상","대졸(2,3년제) 이상(예정자 가능)","무관","면접후 결정","정규직, 계약직정규직 수습기간 3개월계약직1년, 정규직 전환 가능","사원, 대리 / 팀원","주 5일(월~금) 오전 9시~오후 6시","서울 강남구지도","2019.03.18 08:00","2019.04.17 23:59","활동/경험 해당직무 근무경험자격/능력 컴퓨터활용능력 우수기타외국어 가능자,이커머스 업종 경험자","건강검진","인센티브제, 퇴직금, 4대 보험","명절선물/귀향비, 창립일선물지급","워크샵, 저녁식사 제공",NA,NA,"연차","자유복장",NA,NA,NA
"53","(주)씨엔에프","[(주)씨엔에프] 품질관리본부 정규직 채용(경력 3~7년)","37","989","경력 3~7년","대졸(4년제) 이상","무관","면접후 결정","정규직","주임, 대리","주 5일(월~금) 오전 9시~오후 6시","경기 군포시지도","2019.03.18 08:00","2019.04.17 23:59","활동/경험 해당직무 근무경험자격/능력 문서작성 우수자근무조건 인근거주자, 운전가능자기타동종업계 경력 필수","건강검진","우수사원포상, 퇴직금, 연차수당, 4대 보험","생일선물/파티","구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 음료제공(차, 커피)","사내 정원","주차장제공, 회사차량 있음","연차, 반차",NA,NA,NA,NA
"54","(주)한유넥스텔","회계·재무·세무·IR(재무/세무外 3개 부문) 채용","62","717","경력 2~5년","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","사원 / 팀원","주 5일(월~금) ","서울 성동구지도","2019.03.18 09:00","2019.04.17 23:59","전공경영학, 경제학, 회계학기본국가유공자, 보훈대상자활동/경험 해당직무 근무경험자격/능력 문서작성 우수자근무조건 운전가능자","건강검진, 금연수당, 각종 경조사 지원, 단체 상해보험, 헬스비 지급, 통신비 지원, ...","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, ...","명절선물/귀향비, 창립일선물지급, 생일선물/파티","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 직무능력향상교육, 리더쉽강화교...","회의실, 공기청정기, 사원증, 콘도/리조트 이용권, 사무용품 지급","회사차량 있음","연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 휴가...","노조/노사협의회",NA,NA,NA
"55","패션그룹형지(주)","[패션그룹형지(주)] 올리비아하슬러 디자인 실장 채용","9","202","경력 15년 이상","학력무관","무관","면접후 결정","정규직, 계약직정규직 수습기간 3개월계약직1년, 정규직 전환 가능","차장 / 실장, 팀원","주 5일(월~금) ","서울 강남구지도","2019.03.18 09:00","2019.04.17 23:59","기본국가유공자, 보훈대상자, 장애인우대활동/경험 해당직무 근무경험","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 업무활동비 지급, ...","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 휴일(특근...","명절선물/귀향비, 창립일선물지급, 생일선물/파티","우수사원시상식, 신입사원교육(OJT), 직무능력향상교육, 교육비 지원, 저녁식사 제...","휴게실, 회의실, 공기청정기, 카페테리아, 전용 사옥, 건물 내 경사로, 장애인 엘리...","야간교통비지급","연차, 경조휴가제, 산전 후 휴가, 육아휴직, 휴양시설 제공","노조/노사협의회, 회식강요 안함, 자유복장, 캐주얼데이",NA,NA,"7"
"56","(주)신안","신안그룹 홍보팀(화장품마케팅) 경력직 채용","100","956","경력 4~10년","대졸(4년제) 이상","무관","4,000~5,000만원","정규직 수습기간 3개월","대리, 과장","주 5일(월~금) 오전8시~오후6시","서울 강남구지도","2019.03.18 10:00","2019.04.17 23:59","활동/경험 해당직무 근무경험",NA,"퇴직연금, 4대 보험",NA,NA,NA,NA,"여름휴가",NA,NA,NA,NA
