"","회사명","공고제목","즐겨찾기 수","조회수","경력","학력","나이/성별","급여","근무형태","직급/직책","근무일시","근무지역","시작일","마감일","우대사항","지원금/보험","급여제도","선물","교육/생활","근무 환경","출퇴근","리프레시","조직문화","홈페이지접속","필수사항","자사양식다운수"
"400","썬스타(주)","기술연구소 신입 및 경력사원 채용(H/W, 기계설계Part)","6","252","경력 2년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직","주임연구원, 대리","주 5일(월~금) 오전 8시 30분~오후 5시 30분","인천 부평구지도","2019.04.10 13:00","2019.04.24 23:59","전공컴퓨터/시스템공학, 산업공학, 기계/자동차/조선공학외국어 능력 영어가능자자격/능력 CAD/CAM 능숙자근무조건 인근거주자","건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 우수사원포상, 퇴직금, 휴일(특근)수당, 연차수당, 직책수당, 자격증수당...","명절선물/귀향비","우수사원시상식, 신입사원교육(OJT), 구내식당(사원식당), 점심식사 제공, 저녁식사 ...","휴게실, 회의실, 유니폼지급, 사원증, 사무용품 지급","회사차량 있음","연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가",NA,NA,NA,NA
"401","(주)미래엔에듀케어","(경력사원) 교재·컨텐츠개발&교육기획 외 정규직 채용합니다","9","87","경력 2년 이상","대졸(4년제) 이상","나이무관/여자","면접후 결정","정규직 수습기간 3개월","사원, 대리","주 5일(월~금) 오전 9시~오후 6시","서울 서초구지도","2019.04.10 11:00","2019.05.10 23:59","전공유아교육학활동/경험 해당직무 근무경험자격/능력 컴퓨터활용능력 우수","건강검진, 각종 경조사 지원","인센티브제, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","신입사원교육(OJT), 직무능력향상교육, 사우회(경조사회)",NA,NA,"여름휴가","회식강요 안함, 야근강요 안함",NA,NA,NA
"402","(주)유비쿼스","유비쿼스 해외외주담당 대졸 신입사원 채용(수원근무)","32","656","신입·경력","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"경기 수원시 권선구","2019.04.10 00:00","2019.04.18 23:59","기본국가유공자, 보훈대상자, 고용촉진장려금 대상, 취업보호대상자",NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA
"403","㈜제주항공","2019년 상반기 경력사원 추가채용","76","4,118","경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,NA,"서울전체, 인천전체, 부산전체, 광주전체","2019.04.10 00:00","2019.04.22 17:59","외국어 능력 영어가능자, 일본어 가능자, 중국어 가능자",NA,NA,NA,NA,NA,NA,NA,NA,"36",NA,NA
"404","에이치엘엠씨","영업1본부장 채용(해외 및 국내 사업관리 / 부장급)","6","208","경력 15년 이상","학력무관","무관","면접후 결정","정규직 수습기간 3개월","부장 / 본부장","주 5일(월~금) ","서울 중구지도","2019.04.10 13:00","2019.05.10 23:59","외국어 능력 영어능통자활동/경험 해당직무 근무경험","건강검진, 각종 경조사 지원","퇴직연금, 퇴직금, 4대 보험","명절선물/귀향비","자기계발비 지원, 식비 지원, 음료제공(차, 커피)","회의실, 카페테리아, 자회사 제품할인, 콘도/리조트 이용권, 사무용품 지급",NA,"연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남...",NA,NA,NA,NA
"405","(주)인크로스","[인크로스] 광고정산 실무 총괄 경력직 채용(정규직)","10","107","경력(년수무관)","대졸(2,3년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","서울 관악구지도","2019.04.10 13:00","2019.05.10 23:59","활동/경험 해당직무 근무경험자격/능력 문서작성 우수자, 엑셀 고급능력자기타- 광고 관련 정산업무 경험자 우대- 영업관리 업무 경험자 우대- 회계/세무 관련 자격증 소지자 우대","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원","퇴직연금, 인센티브제, 장기근속자 포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵, 도서구입비지원, 점심식사 제공, 아침식사 제공","카페테리아, 노트북, 사원증, 사무용품 지급","야간교통비지급","연차, 경조휴가제, 반차, 창립일휴무, 포상휴가, 산전 후 휴가, 육아휴직","자유복장",NA,NA,NA
"406","우지막코리아(주)","2019년 상반기 해외영업 경력사원 모집","1","137","경력(년수무관)","대졸(4년제) 이상","무관","회사내규에 따름","정규직","팀원","주 5일(월~금) ","충북 음성군지도","2019.04.10 13:00","2019.05.10 23:59","외국어TOEIC 700급(점) 이상외국어 능력 영어능통자, 일본어 가능자, 중국어 가능자활동/경험 해당직무 근무경험근무조건 지방근무 가능자","건강검진, 각종 경조사 지원","4대 보험",NA,"구내식당(사원식당), 점심식사 제공",NA,"기숙사 운영, 통근버스 운행, 주거비 지원","여름휴가","자유로운 연차사용",NA,NA,"3"
"407","주식회사 디딤(Didim Inc.)","회계 경력사원모집-법인결산,자금업무(5년이상)","6","98","경력 5년 이상","대졸(2,3년제) 이상","무관","면접후 결정3,000~5,000만(면접후결정)","정규직","대리, 과장","주 5일(월~금) 평일 8시~17시30분","인천 남동구지도","2019.04.10 13:00","2019.04.17 23:59","활동/경험 해당직무 근무경험자격/능력 더존/회계 능숙자기타코스닥상장법인 근무경험자","각종 경조사 지원, 단체 상해보험, 자녀학자금","퇴직연금, 연차수당, 직책수당, 가족수당, 4대 보험","명절선물/귀향비","구내식당(사원식당)",NA,NA,"연차, 경조휴가제",NA,NA,NA,NA
"408","무인양품㈜","무인양품과 함께할 재무담당자를 모집합니다","27","1,248","경력 5년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직","과장, 차장","주 5일(월~금) 전일제 09:30~18:30","서울 서대문구","2019.04.10 00:00","2019.04.14 23:59","전공상경계열외국어JLPT 1급(점) 이상외국어 능력 영어가능자, 일본어 가능자활동/경험 해당직무 근무경험",NA,"퇴직연금, 4대 보험",NA,NA,NA,NA,"연차, 경조휴가제, 산전 후 휴가, 육아휴직","회식강요 안함",NA,NA,"14"
"409","디와이엘라센(주)","납품/출하/재고 관리 직원 채용 공고","4","227","무관(신입포함)","고교졸업 이상","무관","회사내규에 따름","정규직 수습기간 3개월","면접후 결정 / 팀원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","충북 음성군지도","2019.04.12 18:00","2019.04.21 23:59","자격증3톤미만지게차활동/경험 해당직무 근무경험근무조건 인근거주자, 운전가능자","건강검진, 각종 경조사 지원, 단체 상해보험, 체력단련실운영","퇴직연금, 우수사원포상, 휴일(특근)수당, 연차수당, 4대 보험","명절선물/귀향비","직무능력향상교육, 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 해외주재원 제도","휴게실, 회의실, 사내 정원, 유니폼지급","기숙사 운영, 통근버스 운행","연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 휴가비지원, 산...","노조/노사협의회",NA,NA,NA
"410","주식회사 디딤(Didim Inc.)","구매업무 및 거래처관리 정규직 채용(신입&경력)","23","427","신입·경력 2~3년","대졸(4년제) 이상","무관","면접후 결정","정규직","주임, 사원","주 5일(월~금) 08:00 ~ 17:30","인천 남동구지도","2019.04.10 14:00","2019.04.25 23:59","외국어 능력 영어가능자, 영어능통자, 중국어 가능자활동/경험 해당직무 근무경험자격/능력 엑셀 고급능력자","단체 상해보험, 자녀학자금","퇴직연금, 야근수당, 휴일(특근)수당, 연차수당, 직책수당, 가족수당, 4대 보험",NA,"구내식당(사원식당), 점심식사 제공, 음료제공(차, 커피)","휴게실, 회의실",NA,"연차",NA,NA,NA,NA
"411","현대종합금속㈜","현대종합금속㈜  신입/경력 사원 모집","250","3,997","신입","학력무관","무관","회사내규에 따름","정규직",NA,NA,"서울 강남구, 경기 이천시, 전북 고창군지도","2019.04.10 00:00","2019.04.21 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"146",NA,NA
"412","한국토지주택공사","2019년도 상반기 신입직원(채용형 인턴) 5급공채","1,366","10,980","신입","학력무관","무관","회사내규에 따름","정규직, 인턴직인턴직 정규직 전환 가능",NA,NA,"전국, 경남 진주시","2019.04.15 14:00","2019.04.19 18:00","기본보훈대상자, 장애인우대",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","한국토지주택공사","2019년도 상반기 신입직원(채용형 인턴) 6급공채","377","3,466","신입","고교졸업 이상(예정자 가능)","무관","회사내규에 따름","정규직, 인턴직인턴직 정규직 전환 가능",NA,NA,"전국, 경남 진주시","2019.04.15 14:00","2019.04.19 18:00","기본국가유공자, 장애인우대",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","㈜이라이콤","각 부문 신입/경력사원 모집","23","1,435","신입·경력","고교졸업 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"경기 수원시 영통구, 수원시, 아시아·중동전체, 아시아·중동 중국.홍콩","2019.04.10 00:00","2019.04.13 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","엔에이치엔에드(주)","[NHN AD] 검색광고 AE 신입/경력 채용","24","199","신입·경력 1년 이상","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) 탄력근무제","경기 성남시 분당구지도","2019.04.10 15:00","2019.05.10 23:59",NA,"건강검진, 의료비지원(본인), 헬스비 지급","인센티브제, 퇴직금, 연차수당, 직책수당, 4대 보험","명절선물/귀향비","창립일행사, 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영,...","휴게실, 수면실, 회의실, 공기청정기, 카페테리아, 게임기, 유니폼지급","주택자금 융자, 야간교통비지급, 주차장제공, 탄력근무제","연차, 여름휴가, 반차, Refresh휴가, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가...","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장","11",NA,"6"
"416","롯데렌탈㈜","[롯데렌탈/제이지산업] 각 부문 신입/경력사원 모집","34","1,931","신입·경력","고교졸업 이상 각 부문별 상이","무관","회사내규에 따름","정규직, 계약직계약직1년, 정규직 전환 가능","면접후 결정","주 5일(월~금) ","서울 강남구, 강동구, 강북구, 서초구, 경기 용인시, 의왕시, 이천시, 충남 아산시, 충북 청주시, 충주시","2019.04.10 00:00","2019.04.14 23:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"32",NA,NA
"417","신한금융투자(주)","2019년 지점 업무직 채용 공고","407","5,673","신입·경력","학력무관","무관","회사내규에 따름","계약직 정규직 전환 가능","면접후 결정",NA,"광주전체, 광주 광산구, 서구, 부산전체, 부산 금정구, 부산진구, 연제구, 울산전체, 울산 남구, 경남 김해시","2019.04.11 00:00","2019.04.21 23:59","활동/경험 해당직무 근무경험",NA,NA,NA,NA,NA,NA,NA,NA,"602",NA,NA
"418","인지에이엠티㈜","품질보증 정규직 채용 - 경력사원","5","213","신입·경력 2~10년","대졸(2,3년제) 이상","무관","면접후 결정","정규직","사원, 대리, 과장","주 5일(월~금) 오전8시 부터 오후 6시","충남 당진시지도","2019.04.10 15:00","2019.04.30 23:59","전공산업공학활동/경험 해당직무 근무경험자격/능력 문서작성 우수자, 엑셀 고급능력자근무조건 인근거주자","건강검진, 각종 경조사 지원, 체력단련실운영, 자녀학자금","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 창립일선물지급","구내식당(사원식당), 점심식사 제공, 사내동호회 운영, 사우회(경조사회)",NA,"기숙사 운영, 차량유류비지급, 통근버스 운행",NA,"노조/노사협의회",NA,NA,NA
"419","SK하이닉스","[경력] DRAM 상품기획 경력사원 모집","5","487","경력 5년 이상","대졸(4년제) 이상","무관","회사내규에 따름",NA,NA,NA,"경기 이천시지도","2019.04.10 00:00","2019.05.02 23:59","기본보훈대상자, 장애인우대",NA,NA,NA,NA,NA,NA,NA,NA,"14","전<U+00A0><U+00A0><U+00A0>공컴퓨터/시스템공학, 전기/전자공학, 공학계열",NA
"420","㈜하나금융티아이","[하나금융TI] 금융IT 경력사원 모집","44","1,374","경력","학력무관","무관","회사내규에 따름","정규직, 계약직계약직1년",NA,NA,"인천전체, 인천 서구, 서울 중구, 경기 고양시","2019.04.10 00:00","2019.04.21 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31",NA,NA
"421","(주)모토닉스","[모토텍/모토닉스] 물류기획/관리(영업관리) 경력직 채용","4","136","경력 3년 이상","대졸(4년제) 이상","무관","면접후 결정","정규직","대리, 과장 / 팀원","주 5일(월~금) 오전 9시~오후 6시","경기 화성시지도","2019.04.10 15:00","2019.05.10 23:59","전공유통/무역학, 상경계열활동/경험 해당직무 근무경험자격/능력 컴퓨터활용능력 우수, 문서작성 우수자근무조건 인근거주자, 운전가능자, 차량소지자기타자동차부품 생산관리 · 물류관리 / 고객사 출하업무 대응 유경험자","건강검진, 각종 경조사 지원, 단체 상해보험, 본인학자금","장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 4대 보험","명절선물/귀향비","우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, ...","회의실, 노트북, 사무용품 지급","통근버스 운행, 주차장제공","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남...",NA,NA,NA,NA
"422","(주) 진주햄","생산관리자 신입사원 채용","15","276","신입","대졸(4년제) 이상(예정자 가능) 식품관련학과 전공","무관","회사내규에 따름","정규직","사원","주 5일(월~금) 08:30 ~ 17:30","충남 논산시지도","2019.04.10 15:00","2019.05.10 23:59",NA,"건강검진, 자녀학자금","퇴직금, 성과급, 4대 보험","명절선물/귀향비","구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 아침식사 제공","유니폼지급","기숙사 운영, 통근버스 운행","연차, 휴가비지원",NA,NA,"전<U+00A0><U+00A0><U+00A0>공식품/유전/바이오","6"
"423","(주)크린랲","생활용품전문기업 크린랩의 영업사원을 모집합니다","24","327","신입","대졸(4년제) 이상","무관","회사내규에 따름","정규직","팀원","주 5일(월~금) 08:00-18:00","서울 강남구지도","2019.04.10 16:00","2019.04.16 23:59","활동/경험 해당직무 근무경험근무조건 인근거주자, 운전가능자, 차량소지자","건강검진, 각종 경조사 지원, 본인학자금, 업무활동비 지급, 통신비 지원, 자녀학자금","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 연차수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상...","휴게실, 회의실, 공기청정기, 전용 사옥, 노트북, 사무용품 지급","차량유류비지급, 주차장제공, 주차비지원","연차, 여름휴가, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 휴가비지원, 포상휴가...","노조/노사협의회",NA,NA,NA
"424","(주)제넨바이오","2019년 상반기 유통사업/경영관리본부/비서·인포 부문별 채용","58","1,594","신입·경력 1~12년","학력무관 부문 별 상이","무관","회사내규에 따름","정규직","면접후 결정","주 5일(월~금) 오전 9시~오후 6시","서울 강남구, 서초구","2019.04.11 00:00","2019.04.30 23:59",NA,NA,"퇴직연금, 4대 보험",NA,"음료제공(차, 커피)","카페테리아",NA,"연차, 여름휴가","회식강요 안함, 야근강요 안함",NA,NA,NA
"425","㈜다날","다날 자회사 페이코인 트레이딩 경력사원 모집","1","132","경력 4~9년","대졸(4년제) 이상","무관","면접후 결정","정규직 수습기간 3개월","대리","주 5일(월~금) ","경기 성남시 분당구지도","2019.04.10 16:00","2019.04.17 23:59","전공경영학, 회계학, 상경계열기본보훈대상자활동/경험 해당직무 근무경험","건강검진, 직원대출제도, 각종 경조사 지원, 선택적복리후생","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","사내동호회 운영, 우리사주제도","휴게실, 카페테리아","주택자금 융자","산전 후 휴가, 육아휴직, 남성출산휴가","회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"426","현대비에스앤씨㈜","[현대비에스앤씨㈜] IT부문 JAVA 개발자 채용공고","6","308","경력 5년 이상","학력무관","무관","회사내규에 따름","정규직","면접후 결정",NA,"경남 창원시, 창원시 마산회원구, 창원시 마산합포구, 창원시 성산구, 창원시 의창구","2019.04.10 00:00","2019.04.26 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","능원금속공업㈜","능원금속공업(주) 인사총무팀 신입 및 경력직 모집","21","337","경력(년수무관)","대졸(4년제) 이상","무관","회사내규에 따름","정규직","사원, 주임","주 5일(월~금) 오전 8시 30분~오후 6시 30분","서울 동대문구지도","2019.04.10 16:00","2019.05.10 23:59","활동/경험 해당직무 근무경험자격/능력 문서작성 우수자, 엑셀 고급능력자","건강검진, 각종 경조사 지원, 자녀학자금","퇴직금, 휴일(특근)수당, 4대 보험",NA,"구내식당(사원식당), 점심식사 제공, 사내동호회 운영","유니폼지급","통근버스 운행","연차, 경조휴가제",NA,NA,NA,NA
"428","한국은행","2019년도 한국은행 일반사무직원(C3)채용 안내","318","6,860","무관(신입포함)","학력무관(예정자 가능)","무관","회사내규에 따름","정규직",NA,NA,"서울전체, 경기 수원시, 인천전체, 부산전체, 대구전체, 대전전체, 울산전체, 경남 창원시, 경북 포항시, 제주전체","2019.04.10 00:00","2019.04.19 10:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"190",NA,NA
"429","㈜이엔에프테크놀로지","(주)이엔에프테크놀로지 울산공장 부문별 정규직 채용모집","55","1,240","신입","대졸(4년제) 이상","무관","3,400~3,600만원","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","울산 남구, 울산전체지도","2019.04.10 16:00","2019.04.19 16:00",NA,"건강검진","퇴직연금, 인센티브제, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 직책수당, 자...",NA,"구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 간식 제공, ...","휴게실, 회의실, 전용 사옥, 사내 정원, 유니폼지급, 사원증","통근버스 운행, 회사차량 있음","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 휴...","노조/노사협의회",NA,NA,"57"
"430","삼광글라스㈜","삼광글라스(주)논산공장 자재구매 사무직 사무원 채용(신입)","10","301","무관(신입포함)","고교졸업 이상","무관","2,200~2,400만원","정규직 수습기간 3개월","사원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","충남 논산시지도","2019.04.10 16:00","2019.04.25 23:59",NA,"건강검진, 각종 경조사 지원, 단체 상해보험, 자녀학자금","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 4대 보험","명절선물/귀향비, 창립일선물지급","신입사원교육(OJT), 사내동호회 운영","회의실, 사원증, 자회사 제품할인, 사무용품 지급",NA,"연차, 창립일휴무, 산전 후 휴가, 육아휴직, 남성출산휴가","노조/노사협의회, 회식강요 안함",NA,NA,NA
"431","㈜인동에프엔","[쉬즈미스/리스트] 영업관리, 영업본부 각 부문 신입 및 경력채","82","561","신입·경력 1년 이상","대졸(4년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","서울 서초구지도","2019.04.10 16:00","2019.04.22 23:59",NA,"건강검진, 각종 경조사 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 4대 보험",NA,NA,NA,NA,"연차",NA,NA,NA,NA
"432","(주)비엔케이시스템","2019년도 경력직원 수시 채용공고","8","504","경력 3년 이상","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월","면접후 결정",NA,NA,"2019.04.10 00:00","2019.04.16 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4"
"433","(주)단석산업","2019년 상반기 부문별 담당 직원 채용","44","1,356","신입·경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) 오전 9시 ~ 오후 6시","경기 시흥시, 평택시","2019.04.11 00:00","2019.04.20 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","(주)디지털다임","[신입/경력] 중국 IMC 운영 및 SNS 마케팅 담당자 채용(한국인)","21","188","신입·경력 2년 이상","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월","팀원","주 5일(월~금) 오전 9시 ~ 오후 5시","서울 용산구지도","2019.04.10 16:00","2019.05.06 23:59","전공중어중문학, 경영학, 광고홍보학외국어 능력 중국어 가능자활동/경험 해당직무 인턴경력, 해당직무 알바경험, 해당직무 근무경험자격/능력 문서작성 우수자, PPT능력 우수자기타중국어 능통자","건강검진, 각종 경조사 지원","인센티브제, 장기근속자 포상, 퇴직금, 4대 보험","생일선물/파티","신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 도서구입비지원, 외국어 교...","휴게실, 수면실, 회의실, 공기청정기, 카페테리아, 전용 사옥, 사내 정원, 노트북, ...","야간교통비지급, 회사차량 있음","육아휴직","자유복장",NA,NA,NA
"435","㈜인동에프엔","[쉬즈미스/리스트] 기획MD, 기획관리팀 신입/경력 채용","92","585","신입·경력 3년 이상","대졸(4년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","서울 서초구지도","2019.04.10 16:00","2019.04.22 23:59",NA,"건강검진, 각종 경조사 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 4대 보험",NA,NA,NA,NA,"연차",NA,NA,NA,NA
"436","루이비통코리아(유)","[루이비통 코리아] C&B Specialist","12","519","경력 5년 이상","대졸(4년제) 이상","무관","면접후 결정","정규직 수습기간 3개월","대리, 과장","주 5일(월~금) ","서울 강남구지도","2019.04.10 16:00","2019.04.25 23:59","활동/경험 해당직무 근무경험",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","능원금속공업㈜","(주)에스엠아이 안산공장 관리지원팀 경력직 모집","12","330","경력 9~15년","대졸(2,3년제) 이상","나이무관/남자","회사내규에 따름","정규직 수습기간 3개월","과장, 차장","주 5일(월~금) ","경기 안산시 단원구지도","2019.04.10 16:00","2019.05.10 23:59","자격/능력 문서작성 우수자근무조건 인근거주자, 운전가능자기타제조업 공장관리 경험자 우대","건강검진, 각종 경조사 지원, 자녀학자금","장기근속자 포상, 퇴직금, 4대 보험","명절선물/귀향비",NA,NA,NA,"연차, 여름휴가, 산전 후 휴가, 육아휴직",NA,NA,NA,NA
"438","환경부","2019년도 환경부 국가공무원[연구직 및 전문경력관]경력 경쟁 채용시험 시행 공고","102","2,566","경력","석사졸업 이상 부문별 상이","무관","회사내규에 따름","정규직","면접후 결정",NA,"인천전체, 경기전체, 경기 안산시, 광주전체, 대전전체, 경남 창원시, 경북 고령군, 칠곡군, 충남 서산시, 충북 옥천군","2019.04.11 00:00","2019.04.22 18:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","㈜인동에프엔","인동FN 자금, 회계, 전산 신입 및 경력 채용","41","665","신입·경력 1년 이상","대졸(2,3년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","서울 서초구지도","2019.04.10 16:00","2019.04.22 23:59",NA,"건강검진, 각종 경조사 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 4대 보험",NA,NA,NA,NA,"연차",NA,NA,NA,NA
"440","삼강엠앤티(주)","전장설계 경력사원 모집","3","201","경력 10년 이상","학력무관","무관","면접후 결정","정규직","과장, 차장 / 팀원","주 5일(월~금) 오전 8시 ~ 오후 6시","경남 고성군지도","2019.04.10 15:00","2019.04.21 23:59","활동/경험 해당직무 근무경험자격/능력 문서작성 우수자근무조건 인근거주자, 운전가능자","건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 퇴직금, 휴일(특근)수당, 연차수당, 직책수당, 자격증수당, 장기근속수당...","명절선물/귀향비, 생일선물/파티, 결혼기념일선물","우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, ...","회의실, 전용 사옥, 유니폼지급, 사원증","기숙사 운영, 통근버스 운행, 주차장제공, 회사차량 있음","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남...","야근강요 안함, 자유복장",NA,NA,"2"
"441","모트렉스(주)","[자동차부품]생산관리/자재관리 경력직 채용(천안)","17","426","경력 1~3년","대졸(2,3년제) 이상","25~32세/성별무관","회사내규에 따름","정규직","사원, 대리","주 5일(월~금) 오전 8시 30분~오후 5시 30분","충남 천안시 동남구지도","2019.04.10 16:00","2019.05.10 23:59","전공전기/전자공학, 산업공학, 기계/자동차/조선공학활동/경험 해당직무 근무경험자격/능력 컴퓨터활용능력 우수근무조건 인근거주자, 기숙사 생활가능자기타ERP 활용 가능자","건강검진, 각종 경조사 지원","퇴직연금, 인센티브제, 우수사원포상, 4대 보험",NA,"워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 교육비 지원, 구내...","회의실, 노트북, 사무용품 지급","기숙사 운영","연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 패밀리데이","회식강요 안함, 야근강요 안함",NA,NA,NA
"442","수도권매립지관리공사","2019년 일반직 직원 채용 공고","223","2,403","신입·경력","학력무관","무관","회사내규에 따름",NA,NA,NA,"인천 서구","2019.04.10 00:00","2019.04.25 17:00","기본장애인우대, 취업보호대상자",NA,NA,NA,NA,NA,NA,NA,NA,"637",NA,NA
"443","동양피엔에프㈜","각 부문별 신입/경력사원 채용(사세확장 충원)","44","4,519","신입·경력","대졸(2,3년제) 이상 부문별 학력 조건 다름","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울 금천구, 서울전체","2019.04.10 00:00","2019.04.17 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"전<U+00A0><U+00A0><U+00A0>공기계/자동차/조선공학, 회계학, 상경계열","22"
"444","(주)두잉씨앤에스","[정규직] 2019년 시설팀장 및 기전기사 채용공고","4","506","경력","학력무관","나이무관/남자","회사내규에 따름250만","정규직 수습기간 3개월","사원","3교대 ","경기 고양시 일산서구, 고양시, 고양시 일산동구, 서울 마포구지도","2019.04.10 00:00","2019.04.16 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","삼강엠앤티(주)","QA팀 신입사원 모집","15","395","신입","대졸(2,3년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직 수습기간 3개월","사원, 주임 / 팀원","주 5일(월~금) 오전 8시 ~ 오후 6시","경남 고성군지도","2019.04.10 16:00","2019.04.21 23:59",NA,"건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 퇴직금, 휴일(특근)수당, 연차수당, 직책수당, 자격증수당, 장기근속수당...","명절선물/귀향비, 생일선물/파티, 결혼기념일선물","우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽...","회의실, 전용 사옥, 유니폼지급, 사원증","기숙사 운영, 통근버스 운행, 주차장제공, 회사차량 있음","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남...","야근강요 안함, 자유복장",NA,NA,"22"
