"","회사명","공고제목","즐겨찾기 수","조회수","경력","학력","나이/성별","급여","근무형태","직급/직책","근무일시","근무지역","시작일","마감일","우대사항","지원금/보험","급여제도","선물","교육/생활","근무 환경","출퇴근","리프레시","조직문화","홈페이지접속","필수사항","자사양식다운수"
"328","에스지생활안전 주식회사","[SG생활안전] 원가 담당자 채용(경력)","1","147","경력 5~12년","대졸(4년제) 이상","무관","면접후 결정","정규직 수습기간 3개월","대리, 과장 / 팀원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 평택시지도","2019.04.09 18:00","2019.04.15 23:59","전공경영학, 회계학자격증원가분석사활동/경험 해당직무 근무경험자격/능력 문서작성 우수자, 엑셀 고급능력자","건강검진, 직원대출제도, 각종 경조사 지원, 자녀학자금","퇴직연금, 상여금, 우수사원포상, 휴일(특근)수당, 연차수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","우수사원시상식, 저녁식사 제공","전용 사옥, 유니폼지급, 사무용품 지급","야간교통비지급, 회사차량 있음","연차, 창립일휴무, 근로자의 날 휴무",NA,NA,NA,NA
"329","(주)투어캐빈","여행사 경력(상품기획/개발/판매 업무), 신입(여행사무/관리업무용","15","195","신입·경력(년수무관)","학력무관","무관","회사내규에 따름","정규직, 계약직정규직 수습기간 3개월계약직 정규직 전환 가능","매니저, 팀원","주 5일(월~금) 오전 9시~오후 6시","경기 부천시지도","2019.04.09 18:00","2019.04.24 23:59","활동/경험 해당직무 근무경험기타전화응대 업무 경험자",NA,"4대 보험",NA,"음료제공(차, 커피)","회의실",NA,"연차, 휴양시설 제공",NA,NA,NA,NA
"330","(주)콜핑","사무직원 모집 (물류관리)","36","891","신입·경력 3년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) 오전9시30분~오후6시30분","경남 양산시지도","2019.04.09 18:00","2019.04.24 23:59","기본여성우대, 주부(전업주부)활동/경험 해당직무 근무경험자격/능력 문서작성 우수자근무조건 인근거주자기타엑셀 사용 능숙자",NA,"퇴직연금, 연차수당, 4대 보험",NA,"구내식당(사원식당), 점심식사 제공",NA,NA,NA,NA,NA,NA,NA
"331","(주)하이로닉","[코스닥상장사] 경영기획 신입직 모집","12","202","신입","대졸(4년제) 이상(예정자 가능)","무관","면접후 결정","정규직 수습기간 3개월","사원, 주임, 면접후 결정","주 5일(월~금) 08:30~17:45 (휴게시간 1시간15분)","경기 용인시 수지구지도","2019.04.09 18:00","2019.04.24 23:59","전공상경계열자격/능력 문서작성 우수자, 엑셀 고급능력자, PPT능력 우수자근무조건 운전가능자기타학업우수자","건강검진, 직원대출제도, 각종 경조사 지원, 자녀학자금","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 스톡옵션, 퇴직금, 연차수...","명절선물/귀향비, 생일선물/파티","창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더...","휴게실, 회의실, 공기청정기, 카페테리아, 건물 내 경사로, 휠체어용 난간, 유도점...","기숙사 운영","연차, 경조휴가제, 반차, 근로자의 날 휴무, 휴양시설 제공","노조/노사협의회, 회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"332","주식회사 더샘인터내셔날","[더샘] 디자인팀 디자이너 및 포장재 개발 채용공고","31","407","신입·경력 2~3년","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","서울 종로구지도","2019.04.09 18:00","2019.04.21 23:59",NA,NA,"4대 보험",NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","에스비티엠 주식회사","부문별 경력사원 채용","13","351","경력 3년 이상","대졸(2,3년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","서울 중구지도","2019.04.09 18:00","2019.04.19 23:59","외국어 능력 영어가능자기타상용 여행사 근무 경력자",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","주식회사 더샘인터내셔날","[더샘]영업팀(로드) 신입,경력사원 채용공고","42","359","신입·경력 1~2년","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","서울 종로구지도","2019.04.09 18:00","2019.04.21 23:59",NA,NA,"4대 보험",NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","동광제약(주)","제약영업 정규직 채용(경력사원)","4","287","경력 1~10년","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,NA,"서울 중구지도","2019.04.10 07:00","2019.05.10 23:59",NA,"건강검진, 자녀학자금","인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비","점심식사 제공",NA,NA,NA,NA,NA,NA,NA
"336","현대엔지니어링㈜","2019년 상반기 현대엔지니어링 신입사원 채용","147","2,271","신입","대졸(4년제) 이상(예정자 가능) 2019년 7월 입사가능한자","무관","회사내규에 따름","정규직 수습기간 2개월","사원","주 5일(월~금) 본사기준 08:00~17:30(오전/오후 휴게있음)","서울 종로구지도","2019.04.10 08:00","2019.04.18 15:00","전공전기/전자공학, 건축/토목/조경/도시공학, 기계/자동차/조선공학","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 의료비지원(가족), ...","인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근)수당, 연...","명절선물/귀향비, 결혼기념일선물","외국어 교육 지원, 사이버연수원운영, 구내식당(사원식당), 점심식사 제공, 사내동...","휴게실, 회의실, 유니폼지급, 사원증, 사무용품 지급","기숙사 운영, 차량유류비지급, 통근버스 운행, 주택자금 융자, 야간교통비지급, 주차장제공","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 휴가비지원","노조/노사협의회","85","외국어TOEIC 700급(점) 이상","28"
"337","(주) 진주햄","품질관리자 경력직사원 채용","3","125","경력 5년 이상","대졸(4년제) 이상(예정자 가능) 식품관련학과 전공","무관","면접후 결정경력직은 별도협의","정규직","과장","주 5일(월~금) 08:30 ~ 17:30","충남 논산시지도","2019.04.10 08:00","2019.05.10 23:59","전공식품/유전/바이오활동/경험 해당직무 근무경험","건강검진, 자녀학자금","퇴직금, 성과급, 4대 보험","명절선물/귀향비","구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 아침식사 제공","유니폼지급","기숙사 운영, 통근버스 운행",NA,NA,NA,NA,"2"
"338","㈜웹젠","2019년 ㈜웹젠 상반기 신입/경력 공개채용","219","2,932","신입·경력","학력무관","무관","회사내규에 따름","정규직","면접후 결정",NA,"경기 성남시 분당구, 경기전체, 성남시","2019.04.10 11:00","2019.04.30 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"130",NA,NA
"339","해피랜드 코퍼레이션(주)","해피랜드 코퍼레이션㈜ 부문별 경력 및 신입사원 모집","97","4,359","신입·경력","학력무관","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울 구로구","2019.04.10 00:00","2019.04.16 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","(주)서진오토모티브","해외영업팀 경력사원 모집","16","234","경력 2~5년","대졸(4년제) 이상","무관","3,600~3,800만원","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","서울 서초구지도","2019.04.10 08:00","2019.04.19 23:59","외국어 능력 영어능통자기타무역 및 마케팅 전공자",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14"
"341","(주)우방","2019년 ㈜우방 현장 경력 채용공고 [건축공무/건축시공/안전]","8","1,119","신입·경력","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직","면접후 결정","주 5일(월~금) ","대구전체, 대구 북구","2019.04.10 00:00","2019.04.30 23:59",NA,"의료비지원(본인), 통신비 지원, 자녀학자금","퇴직연금, 휴일(특근)수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","점심식사 제공, 사내동호회 운영, 사우회(경조사회)",NA,"차량유류비지급",NA,NA,NA,NA,"15"
"342","㈜DYB최선어학원","영어/수학강사(선생님) 및 고객지원/입시전략 모집","35","1,086","신입·경력","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직","면접후 결정","강사:주5일 정규수업/ STAFF:토요일 격주근무제 ","서울 강남구, 송파구, 경기 고양시, 성남시, 성남시 분당구, 수원시, 수원시 영통구, 안양시, 안양시 동안구, 용인시","2019.04.11 00:00","2019.04.21 23:59","전공영어영문학, 어학계열, 수학/통계학외국어 능력 영어가능자, 영어능통자자격/능력 문서작성 우수자근무조건 인근거주자",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","㈜한솔교육","한솔컴즈 디지털마케팅 담당 경력직원 모집","27","516","경력 3년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","대리","주 5일(월~금) 오전 8시 30분~오후 5시 30분","서울 마포구지도","2019.04.10 00:00","2019.04.24 23:59",NA,"선택적복리후생","퇴직연금, 인센티브제, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵, 구내식당(사원식당), 저녁식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피)","휴게실, 수면실, 회의실, 카페테리아, 전용 사옥, 사무용품 지급",NA,"연차, 반차","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"344","디젠스㈜","전기안전관리자 모집(전기기사, 전기산업기사)","3","332","경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"경남 함안군","2019.04.10 00:00","2019.04.30 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","(주)씨.에스코리아","공정관리, 생산관리 정규직 채용","1","163","무관(신입포함)","고교졸업 이상(예정자 가능)","무관","2,800~3,000만원","정규직",NA,"토요일 격주휴무(월~토) 평일 : 08시~17시, 토요일 : 08시~13시 격주","충북 충주시지도","2019.04.10 09:00","2019.04.26 23:59","전공기계/자동차/조선공학, 식품/유전/바이오활동/경험 해당직무 근무경험근무조건 인근거주자, 운전가능자","건강검진, 각종 경조사 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비","구내식당(사원식당), 점심식사 제공",NA,"통근버스 운행","연차","자유복장",NA,NA,NA
"346","영풍정밀(주)","[영풍그룹/영풍정밀] 울산QSC 및 여수QSC 영업지원직 채용","14","482","신입","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) ","울산 울주군지도","2019.04.10 10:00","2019.04.21 23:59","기본국가유공자, 보훈대상자, 장애인우대","건강검진, 직원대출제도, 자녀학자금","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",NA,NA,NA,NA,"연차, 경조휴가제",NA,NA,"전<U+00A0><U+00A0><U+00A0>공화학공학, 기계/자동차/조선공학","11"
"347","(주)씨.에스코리아","회계 및 일반관리 업무 직원모집","11","211","무관(신입포함)","고교졸업 이상","무관","회사내규에 따름","정규직","사원","주 5일(월~금) 평일 : 08:30 ~ 17:30","충북 충주시지도","2019.04.10 09:00","2019.04.19 23:59","전공경영학, 회계학자격증워드프로세서3급, 컴퓨터활용능력3급, ITQ 마스터활동/경험 해당직무 근무경험자격/능력 문서작성 우수자, 엑셀 고급능력자, 더존/회계 능숙자근무조건 운전가능자","건강검진","퇴직연금, 연차수당, 4대 보험",NA,"점심식사 제공",NA,"통근버스 운행","연차","자유복장",NA,NA,NA
"348","(주)씨.에스코리아","사육관리 및 거래처관리 담당자 채용 공고","1","60","무관(신입포함)","대졸(2,3년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"평일 08:30~17:30 주말 09:00~13:00 오전 8시 30분~오후 5시 30분","충북 충주시지도","2019.04.10 09:00","2019.04.26 23:59","전공농수산/해양학, 식품/유전/바이오활동/경험 해당직무 인턴경력, 군전역간부, 해당직무 알바경험, 해당직무 근무경험자격/능력 컴퓨터활용능력 우수, 문서작성 우수자근무조건 운전가능자, 기숙사 생활가능자, 지방근무 가능자","건강검진, 각종 경조사 지원, 업무활동비 지급, 통신비 지원","퇴직연금, 연차수당, 4대 보험","명절선물/귀향비","직무능력향상교육, 구내식당(사원식당), 점심식사 제공, 저녁식사 제공",NA,"기숙사 운영, 차량유류비지급, 회사차량 있음","연차","자유복장",NA,NA,NA
"349","(주)한화 화약/방산","보은2사업장 전문직(인턴/계약) 채용","25","968","신입","학력무관","무관","회사내규에 따름","계약직, 인턴직",NA,NA,"충북 보은군","2019.04.09 15:00","2019.04.14 15:00","기본보훈대상자, 장애인우대",NA,NA,NA,NA,NA,NA,NA,NA,"43",NA,NA
"350","이노폴리텍주식회사","이노폴리텍주식회사(주) R&D TS부문 신입 및 경력사원 채용공고","29","547","신입·경력(년수무관)","대졸(4년제) 이상(예정자 가능)","무관","면접후 결정","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","경남 진주시지도","2019.04.10 09:00","2019.04.25 23:59","전공화학공학, 신소재/재료공학외국어 능력 영어가능자활동/경험 해당직무 근무경험근무조건 인근거주자, 운전가능자, 차량소지자","건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 상여금, 우수사원포상, 퇴직금, 연차수당, 직책수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","워크샵, 교육비 지원, 구내식당(사원식당), 점심식사 제공","휴게실, 회의실, 유니폼지급, 사무용품 지급","차량유류비지급","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무",NA,NA,NA,NA
"351","동아화성㈜","동아화성 각부문 인원 채용","45","1,504","경력 5~10년","대졸(4년제) 이상","무관","회사내규에 따름대졸신입기준","정규직 수습기간 3개월","계장, 대리, 과장","주 5일(월~금) 08:00~18:00","경남 김해시","2019.04.10 00:00","2019.04.20 23:59","전공화학공학, 기계/자동차/조선공학, 공학계열기본국가유공자, 보훈대상자자격/능력 컴퓨터활용능력 우수근무조건 인근거주자, 운전가능자","건강검진","장기근속자 포상, 우수사원포상, 퇴직금, 자격증수당, 장기근속수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 점심식사 제공, 저녁식사 ...","사무용품 지급","기숙사 운영, 통근버스 운행","연차, 반차, 근로자의 날 휴무, 육아휴직","노조/노사협의회",NA,NA,"47"
